user_response,key_points_text,retrieved text
"There are 3 statuses in the Arabic, raf', nasb, and jarr.
We use raf' sometimes, nasb sometimes, and jarr other times hopefully...","['الرفع is primarily used for the doer (the one who carries out the action).', 'النصب is primarily used for the the detail in a sentence. Once the action and the doer are found, everything else in the sentence is a detail.', ""الجر is primarily used after 'of'.""]","رفع ٌ مسلمَ ات
نصب   مسلمَ ات
جر  مسلمَ ات
Notice that the  مgets a  فتحةin all the forms. Also notice that the  نصبand  جرforms are exactly the same.
The way to distinguish between them is context. 
Now that you are familiar with all of the status markers, you should be able to determine the status of a 
word in Arabic. It is important to note that when determining status, you should ALWAYS look for ending 
combinations BEFORE you look for ending sounds.
---
2.2 HOW TO TELL STATUS 
In English, we were able to determine the status based on the meaning. In Arabic, however, status is 
determined by a marker or sign at the end of the word.  
As you know, there are three statuses in Arabic. There are, however, more than three status markers or 
signs. In other words, there are more than three ways that the status of a word can show. This is 
because each status can show in different ways depending on the number and the gender of the word.
---
The after-of is always in the    جَرstatus. The way you say “in the    جَرstatus” in Arabic is  ٌ .َمَ ْرُوْرMEMORIZE this 
term and use it. 
➢  DRILL 1    Determine the status of each  .اسمLabel them ( رفعR) or ( نصبN) or ( جرJ).
The teacher entered the classroom. His student was sleeping soundly. He threw a pencil, and the 
student woke up suddenly. The student’s mother called the teacher the next day and confronted him 
angrily. The teacher lost his job. 
2.2 HOW TO TELL STATUS
---
pronoun may change depending on the last  حركةon the word it attaches to. You will get a feel for this
with time. The only exception to this is the  أناversion, where the different versions indicate different
statuses.  
SUMMARY OF STATUS 
So far in our discussion of status, we have seen the 3 forms of status,  , رفع نصب جرshow themselves in 
many different ways. The following chart is a summary of the different ways we see the 3 forms of 
status: 
Pronouns
(Independent vs 
Attached) 
Ending"
There are 3 cases in Arabic,"['الرفع is primarily used for the doer (the one who carries out the action).', 'النصب is primarily used for the the detail in a sentence. Once the action and the doer are found, everything else in the sentence is a detail.', ""الجر is primarily used after 'of'.""]","2)
There are three versions of the  أمرand  :نيه
a.
The first takes a  فتحةand retains the )ـَّ ( ش دَّة
b.
The second takes a  كرسةand retains the )ـِ ( ش دَّة
c.
The third follows the pattern of a normal  أمرor  ;نيهthe two like letters separate
3)
Every  ماضlooks the same regardless of the clan – they all follow the pattern  َّف ل
4)
In the  ,مضارعthe  حركةthat usually goes on the SECOND root letter is TRANSFERRED to the FIRST root
letter
---
4. 
 ِ ْعَيْنَي
M / F
5. 
 َاِلُسْن
 M / F
6. 
 َمَكَّة
M / F
7. 
 ِ ْمُؤْمِنَي
 M / F
8. 
 ُبْكَم
َ
أ
M / F
9.   عَصَ اM / F
10
. صَ ابِرًا
3.2 NUMBER – العدد
The third property of the  اسمis number. All words in Arabic have a singular version (ٌُ ,)م فْرَ دa pair version 
( )م ثَنَّىand a plural version (ٌُ .)جَمعThe singular and pair are standard and easy to recognize. They are the 
first and second columns of the  مسلمchart. When it comes to plurals, however, there are four types. They
---
.إيله
3,000 is     .ثَالثُ آالف
5,000 is َخَ ْسُ آال
ف  
 .
The gender of the first digit (the 3 and the 5 in this case) will be the OPPOSITE gender of the   .معدود
Each of these numbers appears once in the Quran. Take a look at the following examples.  
44
 
ٌٌۡ إِذ
نٌيُمِدذٌ
َ
لَنٌيَكۡفِيَكُمٌۡأ
َ
تَقُولُ ٌلِلۡمُؤۡمِنِيٌَأ
كُمٌۡرَبُّكُمٌ
بِثَلَ َٰثَةٌِءَالََٰفن ٌ
ٌ
م ِنَ ٌ
ٱلۡمَلََٰٓئِكَةٌِ
ٌ
مُزنَلِيٌَ
ٌ بََلَ َٰٓ ٌُۚ ٌ ٤٢١
إِنٌتَصۡ ربِ ُواٌْوَتَتذقُواٌْ
---
considered a full sentence, a   .َجلة فعلية
There are three types of  فعلin Arabic. They are: 
1) الفعل الم
اضىي
– the past-tense فعل
2) – الفعل المضارعthe present/future-tense فعل
3) فعل األمر
/
انلهىي
–the imperative فعل
There are other  فعلforms that can be derived from these three types, but they are not considered 
separate types or categories of  .فعلThey are considered variations of these three basic types.  
USING A  فعلIN A SENTENCE"
"The three cases in Arabic are raf', nasb, and jarr.
Raf' is used for the doer
Nasb is used for details
Jarr is used for the word after of.","['الرفع is primarily used for the doer (the one who carries out the action).', 'النصب is primarily used for the the detail in a sentence. Once the action and the doer are found, everything else in the sentence is a detail.', ""الجر is primarily used after 'of'.""]","the word  .قالIn the examples above, ذَّنَ  ,نادَي
َ
 ,أand  َرْسَل
َ
 أare used. This allows for a wider variety in 
expression.  
 
5.1E 
 َّن
َ
أ
 
الم خَ فَّ فَ ة
 
 أنَّ differs from  ْن
َ
 أin that it only affects أسم
اء
 .Generally,  ْن
َ
 أtranslates as “to” and  َّن
َ
 أtranslates as “that”. 
There are some cases in which you may see AN  ْن
َ
 أTHAT IS ACTUALLY JUST  َّ أنWITHOUT A  شدِّةOR AN  .اسمThis is  
22
---
doer action detail detail 
detail detail 
detail 
The detail is always in the  نَصْ بstatus. The way you say “in the  نَصْ بstatus” in Arabic is  ٌ .مَنْصُ وْبMEMORIZE 
this term and use it.  
STATUS #3: AFTER-OF -    جَ ر
After-of is, quite literally, the word that occurs after “of”. Take a look at the following example: 
advisor of the king 
In this fragment, “the king” is the word after “of”.  
9
---
two examples, the word  رجُلhas a standard compound  صفةin which a  مجلة فعليةis describing it.  
The second example is similar to the first. There is, however, one key difference. Recall from our  رصف
studies that some  أسماءcan act like a  فعلin that they can take a  مفعول بهor a  .فاعلIn this case, the  اسم فاعل
 )متسخة(replaces and functions like the  .)اتسخت( فعلThe word following it ( )مالبسهis still its   .فاعل
---
جر
➢ DRILL 2  Is the word “Muslim” ( رفعR) or ( نصبN) or ( جرJ). 
R / N / J 
7.  ٌمُسْ لِمَةR / N / J 
4.  ِمُسْ لِمَانR / N / J 
1. مُسْ لِمًا
R / N / J 
8.  َ ْمُسْ لِمِيR / N / J 
5.   مُسْ لِماتR / N / J 
2.  َمُسْ لِمُوْن
R / N / J 
9.  ِمُسْ لِمَتَانR / N / J 
6.   مُسْ لِمR / N / J 
3.  ِ ْمُسْ لِمَي
R / N / J 
10.  ٌ مُسْ لِمR / N / J 
7.  ِ ْ مُسْ لِمَتَيR / N / J 
4.  ٌ مُسْ لِمَات
➢ DRILL 3  Is the word “Muslim” ( رفعR) or ( نصبN) or ( جرJ). How would you write the word 
in Arabic?"
"The way we tell status is either through ending sounds or ending combinations.
The ending sounds are: -an, -un, and -in. They correspond to Nasb, Raf', and Jarr respectively.
The ending combinations differ based on Gender.
The masculine ending combinations for dual are -aani, -ayni. They correspond to raf', and jarr/nasb respectively.
The masculine plural ending combinations are -oona and -eena. They correspond to raf', and jarr/nasb respectively.
The feminine dual ending combinations are -ataani and -atayni. They correspond to raf', and jarr/nasb respectively.
The feminine dual ending combinations are -aatun and -aatin. They correspond to raf', and jarr/nasb respectively.
It is important to first look for the ending combination, then the ending sound.","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
combinations BEFORE you look for ending sounds.  
Furthermore, notice that there is no real difference in ending sounds or combinations for singular 
masculine/feminine and pair masculine/feminine. Therefore, the Muslim Chart can be further simplified 
as follows:   
Plural Feminine Plural Masculine 
Pair 
Singular 
 ٌ مُسْ لِمات َمُسْ لِمُوْن ِ مُسْ لِمان ٌمُسْ لِم
 رفع
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْمُسْ لِمًا مُسْ لِمَي
نصب
13
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْ مُسْ لِمَي  مُسْ لِم
جر
---
MASCULINE  
In the plural masculine form, the status is determined by an ending combination just as it is in the pair 
form. The combination is made up of two letters that attach to the end of the word.  
Status 
Ending Combination 
12
رفع َمسلمُ وْن
نصب َ ْمسلمِ ي
جر َ ْمسلمِ ي
Notice that word  مسلمremains the same throughout. The ending combination acts as an add-on and
does not change the make-up of the word. Notice that the last letter in the word, the  ,مgets a  ضمةin the
---
of)
How to 
tell status
a. ending
sound
b. ending
combination
Heavy vs Light
Heavy
Light
a. partly-
flexible
c. مضاف
ال**is allergic 
to تنوين
Flexibility
a. fully-flexible
b. non-flexible
c. partly flexible
i - non-Arab names
ii - feminine and 
uniquely masculine 
names
iii - proper names of 
places
Number عدد
Singular
Pair
Plural
Human plurals:
a. اتending
(for feminine 
plural and 
inanimate)
b. ونor ين
ending (for 
masculine 
human plurals)
c. Human 
broken plurals: 
(plural 
masculine)"
"The way we tell status is either through ending sounds or ending combinations.
The ending sounds are: -an, -un, and -in. They correspond to Nasb, Raf', and Jarr respectively.
The ending combinations differ based on Gender.
The masculine ending combinations for dual are -aani, -ayni. They correspond to raf', and jarr/nasb respectively.
The masculine plural ending combinations are -oona and -eena. They correspond to raf', and jarr/nasb respectively.
The feminine dual ending combinations are -ataani and -atayni. They correspond to raf', and jarr/nasb respectively.
The feminine dual ending combinations are -aatun and -aatin. They correspond to raf', and jarr/nasb respectively.","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
combinations BEFORE you look for ending sounds.  
Furthermore, notice that there is no real difference in ending sounds or combinations for singular 
masculine/feminine and pair masculine/feminine. Therefore, the Muslim Chart can be further simplified 
as follows:   
Plural Feminine Plural Masculine 
Pair 
Singular 
 ٌ مُسْ لِمات َمُسْ لِمُوْن ِ مُسْ لِمان ٌمُسْ لِم
 رفع
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْمُسْ لِمًا مُسْ لِمَي
نصب
13
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْ مُسْ لِمَي  مُسْ لِم
جر
---
MASCULINE  
In the plural masculine form, the status is determined by an ending combination just as it is in the pair 
form. The combination is made up of two letters that attach to the end of the word.  
Status 
Ending Combination 
12
رفع َمسلمُ وْن
نصب َ ْمسلمِ ي
جر َ ْمسلمِ ي
Notice that word  مسلمremains the same throughout. The ending combination acts as an add-on and
does not change the make-up of the word. Notice that the last letter in the word, the  ,مgets a  ضمةin the
---
between the  نصبand  جرforms.
When creating the pair form of the feminine, the base is  مسلمةand the ending combination is the  ِ انthat
attaches to the end. In script, however, nothing can attach to a  ,ةso it opens up and becomes a   .ت
Status 
Ending Combination 
رفع ِمسلمَتان
نصب ِ ْمسلمَتَ ي
جر ِ ْمسلمَتَ ي
Notice that the  تalways takes a  .فتحة
PLURAL 
There are two variations of the plural: masculine and feminine. Take a look at the charts below. 
MASCULINE"
"The way we tell status is either through ending sounds or ending combinations.
The ending sounds are: -an, -un, and -in. They correspond to Nasb, Raf', and Jarr respectively.
The ending combinations differ based on Gender.
The masculine ending combinations for dual are -aani, -ayni. They correspond to raf', and jarr/nasb respectively.
The masculine plural ending combinations are -oona and -eena. They correspond to raf', and jarr/nasb respectively.
The feminine dual ending combinations are -ataani and -atayni. They correspond to raf', and jarr/nasb respectively.
","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
MASCULINE  
In the plural masculine form, the status is determined by an ending combination just as it is in the pair 
form. The combination is made up of two letters that attach to the end of the word.  
Status 
Ending Combination 
12
رفع َمسلمُ وْن
نصب َ ْمسلمِ ي
جر َ ْمسلمِ ي
Notice that word  مسلمremains the same throughout. The ending combination acts as an add-on and
does not change the make-up of the word. Notice that the last letter in the word, the  ,مgets a  ضمةin the
---
of)
How to 
tell status
a. ending
sound
b. ending
combination
Heavy vs Light
Heavy
Light
a. partly-
flexible
c. مضاف
ال**is allergic 
to تنوين
Flexibility
a. fully-flexible
b. non-flexible
c. partly flexible
i - non-Arab names
ii - feminine and 
uniquely masculine 
names
iii - proper names of 
places
Number عدد
Singular
Pair
Plural
Human plurals:
a. اتending
(for feminine 
plural and 
inanimate)
b. ونor ين
ending (for 
masculine 
human plurals)
c. Human 
broken plurals: 
(plural 
masculine)
---
combinations BEFORE you look for ending sounds.  
Furthermore, notice that there is no real difference in ending sounds or combinations for singular 
masculine/feminine and pair masculine/feminine. Therefore, the Muslim Chart can be further simplified 
as follows:   
Plural Feminine Plural Masculine 
Pair 
Singular 
 ٌ مُسْ لِمات َمُسْ لِمُوْن ِ مُسْ لِمان ٌمُسْ لِم
 رفع
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْمُسْ لِمًا مُسْ لِمَي
نصب
13
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْ مُسْ لِمَي  مُسْ لِم
جر"
"The way we tell status is either through ending sounds or ending combinations.
The ending sounds are: -an, -un, and -in. They correspond to Nasb, Raf', and Jarr respectively.
The ending combinations differ based on Gender.
The masculine ending combinations for dual are -aani, -ayni. They correspond to raf', and jarr/nasb respectively.
The masculine plural ending combinations are -oona and -eena. They correspond to raf', and jarr/nasb respectively.

","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
MASCULINE  
In the plural masculine form, the status is determined by an ending combination just as it is in the pair 
form. The combination is made up of two letters that attach to the end of the word.  
Status 
Ending Combination 
12
رفع َمسلمُ وْن
نصب َ ْمسلمِ ي
جر َ ْمسلمِ ي
Notice that word  مسلمremains the same throughout. The ending combination acts as an add-on and
does not change the make-up of the word. Notice that the last letter in the word, the  ,مgets a  ضمةin the
---
combinations BEFORE you look for ending sounds.  
Furthermore, notice that there is no real difference in ending sounds or combinations for singular 
masculine/feminine and pair masculine/feminine. Therefore, the Muslim Chart can be further simplified 
as follows:   
Plural Feminine Plural Masculine 
Pair 
Singular 
 ٌ مُسْ لِمات َمُسْ لِمُوْن ِ مُسْ لِمان ٌمُسْ لِم
 رفع
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْمُسْ لِمًا مُسْ لِمَي
نصب
13
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْ مُسْ لِمَي  مُسْ لِم
جر
---
of)
How to 
tell status
a. ending
sound
b. ending
combination
Heavy vs Light
Heavy
Light
a. partly-
flexible
c. مضاف
ال**is allergic 
to تنوين
Flexibility
a. fully-flexible
b. non-flexible
c. partly flexible
i - non-Arab names
ii - feminine and 
uniquely masculine 
names
iii - proper names of 
places
Number عدد
Singular
Pair
Plural
Human plurals:
a. اتending
(for feminine 
plural and 
inanimate)
b. ونor ين
ending (for 
masculine 
human plurals)
c. Human 
broken plurals: 
(plural 
masculine)"
"The way we tell status is either through ending sounds or ending combinations.
The ending sounds are: -an, -un, and -in. They correspond to Nasb, Raf', and Jarr respectively.
The ending combinations differ based on Gender.
The masculine ending combinations for dual are -aani, -ayni. They correspond to raf', and jarr/nasb respectively.

","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
MASCULINE  
In the plural masculine form, the status is determined by an ending combination just as it is in the pair 
form. The combination is made up of two letters that attach to the end of the word.  
Status 
Ending Combination 
12
رفع َمسلمُ وْن
نصب َ ْمسلمِ ي
جر َ ْمسلمِ ي
Notice that word  مسلمremains the same throughout. The ending combination acts as an add-on and
does not change the make-up of the word. Notice that the last letter in the word, the  ,مgets a  ضمةin the
---
of)
How to 
tell status
a. ending
sound
b. ending
combination
Heavy vs Light
Heavy
Light
a. partly-
flexible
c. مضاف
ال**is allergic 
to تنوين
Flexibility
a. fully-flexible
b. non-flexible
c. partly flexible
i - non-Arab names
ii - feminine and 
uniquely masculine 
names
iii - proper names of 
places
Number عدد
Singular
Pair
Plural
Human plurals:
a. اتending
(for feminine 
plural and 
inanimate)
b. ونor ين
ending (for 
masculine 
human plurals)
c. Human 
broken plurals: 
(plural 
masculine)
---
combinations BEFORE you look for ending sounds.  
Furthermore, notice that there is no real difference in ending sounds or combinations for singular 
masculine/feminine and pair masculine/feminine. Therefore, the Muslim Chart can be further simplified 
as follows:   
Plural Feminine Plural Masculine 
Pair 
Singular 
 ٌ مُسْ لِمات َمُسْ لِمُوْن ِ مُسْ لِمان ٌمُسْ لِم
 رفع
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْمُسْ لِمًا مُسْ لِمَي
نصب
13
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْ مُسْ لِمَي  مُسْ لِم
جر"
"The way we tell status is either through ending sounds or ending combinations.
The ending sounds are: -an, -un, and -in. They correspond to Nasb, Raf', and Jarr respectively.
The ending combinations differ based on Gender.

","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
MASCULINE  
In the plural masculine form, the status is determined by an ending combination just as it is in the pair 
form. The combination is made up of two letters that attach to the end of the word.  
Status 
Ending Combination 
12
رفع َمسلمُ وْن
نصب َ ْمسلمِ ي
جر َ ْمسلمِ ي
Notice that word  مسلمremains the same throughout. The ending combination acts as an add-on and
does not change the make-up of the word. Notice that the last letter in the word, the  ,مgets a  ضمةin the
---
make up the status marker. We call this an ENDING COMBINATION because it is made up of more than a 
single  .حركة
Status 
Ending Combination 
رفع ِمسلمَ ان
نصب ِ ْمسلمَ ي
جر ِ ْمسلمَ ي
Notice that the  نصبand  جرforms are exactly the same. The way to distinguish between them is context.
By the time we complete our study of fragments and sentences, you will easily be able to distinguish 
between the  نصبand  جرforms.
---
of)
How to 
tell status
a. ending
sound
b. ending
combination
Heavy vs Light
Heavy
Light
a. partly-
flexible
c. مضاف
ال**is allergic 
to تنوين
Flexibility
a. fully-flexible
b. non-flexible
c. partly flexible
i - non-Arab names
ii - feminine and 
uniquely masculine 
names
iii - proper names of 
places
Number عدد
Singular
Pair
Plural
Human plurals:
a. اتending
(for feminine 
plural and 
inanimate)
b. ونor ين
ending (for 
masculine 
human plurals)
c. Human 
broken plurals: 
(plural 
masculine)"
"The way we tell status is either through ending sounds or ending combinations.
The ending sounds are: -an, -un, and -in. They correspond to Nasb, Raf', and Jarr respectively.

","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
make up the status marker. We call this an ENDING COMBINATION because it is made up of more than a 
single  .حركة
Status 
Ending Combination 
رفع ِمسلمَ ان
نصب ِ ْمسلمَ ي
جر ِ ْمسلمَ ي
Notice that the  نصبand  جرforms are exactly the same. The way to distinguish between them is context.
By the time we complete our study of fragments and sentences, you will easily be able to distinguish 
between the  نصبand  جرforms.
---
of)
How to 
tell status
a. ending
sound
b. ending
combination
Heavy vs Light
Heavy
Light
a. partly-
flexible
c. مضاف
ال**is allergic 
to تنوين
Flexibility
a. fully-flexible
b. non-flexible
c. partly flexible
i - non-Arab names
ii - feminine and 
uniquely masculine 
names
iii - proper names of 
places
Number عدد
Singular
Pair
Plural
Human plurals:
a. اتending
(for feminine 
plural and 
inanimate)
b. ونor ين
ending (for 
masculine 
human plurals)
c. Human 
broken plurals: 
(plural 
masculine)
---
Remember that the حرف انلصبmakes the  اسمafter it  .نصبLet’s look back at the different ways the نصب
status shows itself:
Pronouns
(Attached) 
Ending 
Combination 
(Feminine 
Plural) 
Ending 
Combination 
(Masculine 
Plural) 
Ending 
Combination 
(Pair) 
Ending 
Sound 
(Partly-
Flexible) 
Ending 
Sound 
(Non-
Flexible) 
Ending 
Sound 
(Fully 
Flexible) 
-
 ُـه   مُسْ لِمات َ ْ مُسْ لِمِي ِ ْ مُسْ لِمَي َ يُوْسُف  مُوْسَ ى
 مُسْ لِمًا
نصب"
"The way we tell status is either through ending sounds or ending combinations.


","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
2.2 HOW TO TELL STATUS 
In English, we were able to determine the status based on the meaning. In Arabic, however, status is 
determined by a marker or sign at the end of the word.  
As you know, there are three statuses in Arabic. There are, however, more than three status markers or 
signs. In other words, there are more than three ways that the status of a word can show. This is 
because each status can show in different ways depending on the number and the gender of the word.
---
make up the status marker. We call this an ENDING COMBINATION because it is made up of more than a 
single  .حركة
Status 
Ending Combination 
رفع ِمسلمَ ان
نصب ِ ْمسلمَ ي
جر ِ ْمسلمَ ي
Notice that the  نصبand  جرforms are exactly the same. The way to distinguish between them is context.
By the time we complete our study of fragments and sentences, you will easily be able to distinguish 
between the  نصبand  جرforms.
---
of)
How to 
tell status
a. ending
sound
b. ending
combination
Heavy vs Light
Heavy
Light
a. partly-
flexible
c. مضاف
ال**is allergic 
to تنوين
Flexibility
a. fully-flexible
b. non-flexible
c. partly flexible
i - non-Arab names
ii - feminine and 
uniquely masculine 
names
iii - proper names of 
places
Number عدد
Singular
Pair
Plural
Human plurals:
a. اتending
(for feminine 
plural and 
inanimate)
b. ونor ين
ending (for 
masculine 
human plurals)
c. Human 
broken plurals: 
(plural 
masculine)"
"There are certain charts that we use to tell status. One such chart is the muslim chart. This chart shows the ending sound or combination, and the corresponding status. It does this for masculine and feminine words.


","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","combinations BEFORE you look for ending sounds.  
Furthermore, notice that there is no real difference in ending sounds or combinations for singular 
masculine/feminine and pair masculine/feminine. Therefore, the Muslim Chart can be further simplified 
as follows:   
Plural Feminine Plural Masculine 
Pair 
Singular 
 ٌ مُسْ لِمات َمُسْ لِمُوْن ِ مُسْ لِمان ٌمُسْ لِم
 رفع
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْمُسْ لِمًا مُسْ لِمَي
نصب
13
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْ مُسْ لِمَي  مُسْ لِم
جر
---
It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
just like light and heavy, deals with the different forms the status markers can take.  
** The discussion of flexibility only pertains to words that have an ENDING SOUND. ** 
Therefore, for flexibility we are only focused on the following parts of the Muslim Chart: 
االسم
Status إعرابlight and heavy 
Gender جنس
Number عدد
Type قسم
16
Plural Feminine Plural Masculine 
Pair 
Singular 
 ٌ مُسْ لِمات َمُسْ لِمُوْن ِ مُسْ لِمان ٌمِلْسُم
 رفع
   مُسْ لِمات َ ْمُسْ لِمِي ِ ْا مُسْ لِمَيًمِلْسُم
نصب
---
MASCULINE  
In the plural masculine form, the status is determined by an ending combination just as it is in the pair 
form. The combination is made up of two letters that attach to the end of the word.  
Status 
Ending Combination 
12
رفع َمسلمُ وْن
نصب َ ْمسلمِ ي
جر َ ْمسلمِ ي
Notice that word  مسلمremains the same throughout. The ending combination acts as an add-on and
does not change the make-up of the word. Notice that the last letter in the word, the  ,مgets a  ضمةin the"
